Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,Player-additional
81,Kentavious Caldwell-Pope,SG,30,DEN,55,55,1743,5.5,12.3,0.442,2.4,6.1,0.388,3.1,6.3,0.495,2.6,2.8,0.919,0.7,3,3.7,3.7,2,0.7,1.5,3,15.9,,118,116,caldwke01
82,Toumani Camara,PF,23,POR,58,38,1385,5.5,12.7,0.434,1.6,5,0.321,3.9,7.7,0.507,2.1,2.9,0.723,4,6.1,10.1,2.2,2,0.9,2.4,5.1,14.7,,106,116,camarto01
83,Clint Capela,C,29,ATL,52,52,1315,8.7,15.4,0.564,0,0,,8.7,15.4,0.564,3.4,5.1,0.655,8.8,10.6,19.4,1.8,1,2.9,1.7,4.5,20.7,,129,116,capelca01
84,Jevon Carter,PG,28,CHI,57,0,771,7,18.8,0.371,4,12.1,0.332,3,6.7,0.442,0.2,0.3,0.6,0.5,2.5,2.9,4.3,2,0.8,1.9,3.7,18.2,,98,117,carteje01
85,Wendell Carter Jr.,C,24,ORL,35,29,914,8,14.6,0.544,2.2,5.3,0.418,5.8,9.4,0.615,3.8,5.2,0.722,3.4,9,12.4,3,0.9,1,2.2,4.4,21.9,,126,113,cartewe01
86,D.J. Carton,SG,23,TOR,3,0,23,6.3,12.6,0.5,2.1,6.3,0.333,4.2,6.3,0.667,6.3,6.3,1,2.1,2.1,4.2,6.3,0,0,2.1,6.3,21,,137,125,cartodj01
87,Alex Caruso,SG,29,CHI,51,38,1386,6.3,13.4,0.473,3.2,8.1,0.389,3.2,5.3,0.603,2.1,2.7,0.787,1.7,5.1,6.9,5.1,2.7,2,2.6,4.7,18,,118,113,carusal01
88,Colin Castleton,C,23,LAL,7,0,36,9.3,13.2,0.7,0,0,,9.3,13.2,0.7,5.3,5.3,1,5.3,6.6,11.9,4,0,0,1.3,9.3,23.8,,155,121,castlco01
89,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,,128,cazalma01
90,Julian Champagnie,SF,22,SAS,53,38,893,5.3,13.4,0.398,3.4,9.6,0.359,1.9,3.9,0.493,2.2,2.8,0.808,1.7,5.6,7.3,3.4,1.7,1.5,1.7,3,16.4,,111,118,champju02
91,Justin Champagnie,SF,22,WAS,3,0,16,14.5,29,0.5,2.9,14.5,0.2,11.6,14.5,0.8,0,0,,0,2.9,2.9,2.9,2.9,2.9,2.9,0,32,,96,118,champju01
92,Max Christie,SG,20,LAL,48,7,796,5,11.8,0.426,2,5.8,0.351,3,6,0.5,2,2.5,0.786,0.7,6.3,7.1,3.1,1,1,1.9,3.2,14.1,,104,118,chrisma02
93,Sidy Cissoko,SF,19,SAS,6,0,32,1.5,8.9,0.167,0,5.9,0,1.5,3,0.5,5.9,5.9,1,0,8.9,8.9,0,4.4,0,1.5,3,8.9,,77,112,cissosi01
94,Jordan Clarkson,SG,31,UTA,50,19,1517,9.5,23.1,0.41,2.6,8.9,0.295,6.8,14.2,0.481,5.1,5.8,0.88,1.5,3.9,5.4,8,0.9,0.2,4.2,2.3,26.6,,107,123,clarkjo01
95,Nic Claxton,C,24,BRK,50,50,1467,8.7,14,0.621,0,0.1,0.25,8.7,13.9,0.624,2.3,4.2,0.565,4.6,12,16.6,3.3,1.1,3.6,2,4.2,19.8,,125,111,claxtni01
96,Noah Clowney,PF,19,BRK,7,0,69,7.8,12.8,0.611,0.7,2.9,0.25,7.1,10,0.714,4.3,4.3,1,4.3,5,9.3,4.3,0,0.7,2.1,3.6,20.7,,138,121,clownno01
97,Amir Coffey,SF,26,LAC,47,9,881,5.7,10.9,0.528,2.2,5.2,0.426,3.5,5.6,0.624,2.4,2.7,0.878,1,3.6,4.6,2.4,1.5,0.4,1.1,3.5,16.1,,132,118,coffeam01
98,John Collins,PF,26,UTA,57,55,1596,9.7,18.5,0.523,2,5.9,0.342,7.7,12.6,0.607,3.2,4.1,0.785,4,10.5,14.4,2.1,1,1.4,2.5,4.8,24.6,,119,118,collijo01
99,Zach Collins,C,26,SAS,49,24,1139,8.9,18.6,0.481,1.7,5.9,0.294,7.2,12.6,0.569,3.5,4.7,0.743,3.5,7.3,10.7,6.2,1,1.4,4.1,6.3,23.1,,107,119,colliza01
100,Mike Conley,PG,36,MIN,56,56,1615,6,13.5,0.445,3.8,8.7,0.441,2.2,4.8,0.452,2,2.2,0.904,0.7,4.3,5,10.6,1.7,0.4,2,2.8,17.9,,131,111,conlemi01
101,Pat Connaughton,SF,31,MIL,55,2,1183,4.3,9.4,0.453,2.5,6.6,0.372,1.8,2.8,0.643,0.9,1.3,0.719,1.4,5.8,7.2,4.3,1.3,0.6,1.4,2.8,11.9,,122,117,connapa01
102,Bilal Coulibaly,SF,19,WAS,56,8,1494,5.1,11.6,0.442,1.7,4.8,0.357,3.4,6.8,0.502,2.3,3.4,0.682,1.5,5.4,7,3,1.5,1.3,2.5,3.7,14.3,,102,121,coulibi01
103,Ricky Council IV,SG,22,PHI,19,0,180,10,20.6,0.487,1.1,4.6,0.235,8.9,16,0.559,11.1,14.6,0.759,3.3,7,10.3,1.9,0.5,0,0.8,2.2,32.2,,129,119,councri01
104,Robert Covington,SF-PF,33,TOT,29,6,488,4.3,9.8,0.439,1.9,5.6,0.339,2.4,4.2,0.571,2.2,2.6,0.846,3.1,6.6,9.7,2.4,3.9,1.8,1.1,5.6,12.7,,126,109,covinro01
104,Robert Covington,PF,33,LAC,3,3,69,2.1,6.4,0.333,1.4,5.7,0.25,0.7,0.7,1,0.7,1.4,0.5,1.4,4.3,5.7,5,4.3,1.4,0,5,6.4,,131,110,covinro01
104,Robert Covington,SF,33,PHI,26,3,419,4.7,10.4,0.449,2,5.6,0.354,2.7,4.8,0.561,2.4,2.8,0.875,3.4,7,10.4,2,3.8,1.9,1.3,5.7,13.7,,125,109,covinro01
105,Torrey Craig,SF,33,CHI,33,8,694,5.1,12,0.425,2.7,7.1,0.374,2.4,4.9,0.5,1.5,1.9,0.778,4,7.3,11.2,2.6,1.4,1.1,1.4,5.4,14.4,,120,115,craigto01
106,Jae Crowder,PF,33,MIL,30,14,747,4.5,10.3,0.432,2.4,6.7,0.352,2.1,3.6,0.579,1,1.5,0.667,0.9,6.1,6.9,2.9,1.7,0.4,1,3.4,12.3,,115,116,crowdja01
107,Jalen Crutcher,PG,24,NOP,1,0,3,0,16.2,0,0,0,,0,16.2,0,0,0,,0,0,0,0,0,0,0,0,0,,0,123,crutcja01
108,Cade Cunningham,PG,22,DET,50,50,1689,11.7,25.9,0.453,2.7,7.5,0.356,9.1,18.4,0.493,5.3,6.2,0.858,0.6,5.2,5.8,10.5,1.3,0.5,4.9,3.8,31.5,,108,121,cunnica01
109,Seth Curry,SG,33,TOT,44,4,616,6.3,15.9,0.392,3,8.4,0.352,3.3,7.5,0.438,2.2,2.4,0.903,1.4,3.9,5.3,3.4,1.7,0.5,1.6,3,17.7,,108,120,curryse01
109,Seth Curry,SG,33,DAL,36,3,457,5.7,15.2,0.372,3,8.4,0.363,2.6,6.8,0.385,1.8,2,0.895,1.6,3.9,5.4,3.1,1.8,0.3,1.7,3.3,16.1,,105,119,curryse01
109,Seth Curry,SG,33,CHO,8,1,159,8,18.2,0.441,2.8,8.6,0.321,5.2,9.6,0.548,3.4,3.7,0.917,0.9,4,4.9,4.3,1.5,0.9,1.5,2.2,22.2,,114,121,curryse01
110,Stephen Curry,PG,35,GSW,57,57,1877,13,28.9,0.45,7.2,17.7,0.407,5.8,11.2,0.519,6.4,6.9,0.922,0.7,5.6,6.3,7.3,1.2,0.5,4.4,2.5,39.6,,119,118,curryst01
111,Dyson Daniels,PG,20,NOP,52,15,1139,4.8,10.9,0.438,1.4,4.7,0.291,3.4,6.2,0.548,1.4,2.1,0.64,2.2,6,8.2,5.8,3.1,0.9,2.2,3.6,12.3,,111,111,daniedy01
112,Anthony Davis,C,30,LAL,58,58,2078,12.7,22.7,0.558,0.4,1.6,0.264,12.3,21.1,0.582,7.4,9.1,0.813,4,12.3,16.3,4.8,1.5,3.3,2.7,3.2,33.2,,124,110,davisan02
113,Johnny Davis,SG,21,WAS,29,0,283,4.6,13.3,0.346,0.3,2.1,0.154,4.3,11.2,0.382,0.7,1.5,0.444,2,4.3,6.2,1.8,1.6,0.3,1.1,4.1,10.2,,82,122,davisjo06
114,JD Davison,SG,21,BOS,2,0,6,0,8.2,0,0,8.2,0,0,0,,16.3,16.3,1,8.2,8.2,16.3,0,0,0,0,0,16.3,,146,116,davisjd01
115,Dexter Dennis,SG,24,DAL,4,0,30,15.9,30.3,0.526,1.6,12.8,0.125,14.3,17.5,0.818,1.6,4.8,0.333,1.6,12.8,14.3,6.4,0,1.6,4.8,1.6,35.1,,100,116,dennide01
116,DeMar DeRozan,SF,34,CHI,58,58,2193,10.2,21.9,0.466,1.2,3.7,0.335,9,18.3,0.493,8.3,9.6,0.858,0.8,4.7,5.5,7,1.4,0.8,1.9,2.9,29.9,,122,117,derozde01
117,Moussa Diabaté,C,22,LAC,11,0,64,7.7,14.6,0.526,0,0,,7.7,14.6,0.526,6.9,10.7,0.643,11.5,6.9,18.4,3.1,3.8,0.8,1.5,3.1,22.2,,137,110,diabamo01
118,Mamadi Diakite,PF,27,SAS,3,0,16,11.8,14.8,0.8,0,0,,11.8,14.8,0.8,11.8,17.7,0.667,3,5.9,8.9,5.9,0,3,0,3,35.5,,168,120,diakima01
119,Hamidou Diallo,SG,25,WAS,2,0,5,9.3,18.6,0.5,0,0,,9.3,18.6,0.5,0,0,,18.6,0,18.6,9.3,18.6,0,9.3,9.3,18.6,,106,87,diallha01
120,Gradey Dick,SG,20,TOR,40,1,650,7,15.7,0.445,3.6,9.2,0.387,3.4,6.5,0.529,1.7,1.9,0.92,1.3,4.3,5.7,3.3,1.6,0,1.7,4,19.3,,115,120,dickgr01
121,Ousmane Dieng,PF,20,OKC,29,0,326,6.3,14.9,0.426,2.9,9.4,0.313,3.4,5.5,0.622,2.1,2.4,0.875,1.5,5.7,7.2,4.6,0.7,0.4,2.4,2.8,17.7,,110,117,diengou01
122,Spencer Dinwiddie,PG,30,TOT,56,48,1664,6.2,16,0.389,2.9,9,0.318,3.4,7,0.479,3.8,4.9,0.782,0.8,4,4.8,9.3,1.2,0.3,2.1,2.9,19.1,,117,120,dinwisp01
122,Spencer Dinwiddie,PG,30,BRK,48,48,1474,6.5,16.6,0.391,3,9.3,0.32,3.5,7.4,0.48,4.2,5.3,0.781,0.9,4.4,5.3,9.6,1.3,0.3,2.1,2.9,20.1,,118,119,dinwisp01
122,Spencer Dinwiddie,PG,30,LAL,8,0,190,4,11,0.364,2,6.8,0.296,2,4.3,0.471,1,1.3,0.8,0.3,1.3,1.5,7.3,1,0.3,2.3,3.5,11,,101,122,dinwisp01
123,Donte DiVincenzo,SG,27,NYK,60,42,1558,9.8,21.6,0.451,6.2,15,0.41,3.6,6.6,0.544,1.7,2.4,0.716,1.6,5,6.5,4.7,2.3,0.7,2.4,3.8,27.4,,121,114,divindo01
124,Luka Dončić,PG,24,DAL,53,53,1985,15,30.2,0.496,4.9,13,0.38,10,17.2,0.584,9.2,11.7,0.784,1,10.4,11.4,12.4,1.9,0.7,5,2.7,44.1,,124,114,doncilu01
125,Luguentz Dort,SF,24,OKC,58,58,1652,6.1,14,0.438,3.3,8.3,0.396,2.8,5.7,0.497,2.5,3.1,0.819,1.8,4.6,6.4,2.2,1.5,1.2,1.5,5.1,18.1,,117,115,dortlu01
126,Ayo Dosunmu,SG,24,CHI,58,19,1553,7.7,15.5,0.495,2.7,6.6,0.406,5,8.9,0.562,1.7,2.2,0.783,1.3,3.8,5.1,4.9,1.6,0.8,2.2,3.8,19.8,,117,118,dosunay01
127,Andre Drummond,C,30,CHI,60,10,1039,10,18.1,0.554,0,0.1,0,10,17.9,0.559,4.3,7.5,0.577,10,15.8,25.8,1.4,2.9,2,3.2,5.1,24.4,,117,106,drumman01
128,Chris Duarte,SF,26,SAC,42,11,557,4.9,13.1,0.375,2.6,7.5,0.345,2.3,5.6,0.415,1.8,2.3,0.778,1.6,5.2,6.7,3,2,0.4,1.7,5.6,14.3,,104,117,duartch01
129,Kris Dunn,PG,29,UTA,53,27,957,5.9,12.3,0.478,1.7,4.4,0.391,4.2,7.9,0.525,0.9,1.3,0.68,1.9,5.5,7.4,10.5,2.8,1.1,3.4,5.1,14.3,,117,117,dunnkr01
130,Kevin Durant,PF,35,PHO,54,54,2007,13.1,24.9,0.528,2.8,6.7,0.421,10.3,18.2,0.567,7.2,8.4,0.856,0.7,8,8.7,7.2,1.2,1.7,4.3,2.4,36.3,,120,115,duranke01
131,Jalen Duren,C,20,DET,45,44,1353,9.5,15.3,0.622,0,0.1,0,9.5,15.2,0.626,3.2,4.2,0.763,5.2,13.6,18.8,4.1,0.7,1.4,3.2,5.3,22.2,,123,117,durenja01
132,Tari Eason,PF,22,HOU,22,0,480,8.9,19,0.466,1.8,5,0.36,7.1,14,0.504,2.1,3.3,0.636,4.6,10.8,15.4,2.7,3.1,1.9,2,5.1,21.7,,111,106,easonta01
133,Anthony Edwards,SG,22,MIN,58,58,2022,12.9,27.7,0.466,3.6,9.5,0.379,9.3,18.2,0.511,7.8,9.3,0.845,0.8,6.6,7.4,7.2,1.8,0.7,4.5,2.6,37.2,,113,109,edwaran01
134,Kessler Edwards,SF,23,SAC,39,0,189,5.3,13.5,0.396,3.1,8.4,0.364,2.3,5.1,0.45,1,1.5,0.667,1.3,6.4,7.6,2.3,1,1,0.3,4.6,14.8,,115,118,edwarke02
135,Keon Ellis,SG,24,SAC,35,4,405,4.6,11.2,0.415,3.2,8.9,0.36,1.4,2.3,0.632,1.3,2,0.647,1.5,3.8,5.3,5.5,2.1,1.7,2.1,6.1,13.8,,116,116,elliske01
136,Joel Embiid,C,29,PHI,34,34,1157,16.9,31.8,0.533,1.7,4.7,0.366,15.2,27.1,0.562,15,17,0.883,3.8,12.4,16.2,8.1,1.6,2.5,5.3,4.1,50.6,,126,110,embiijo01
137,Drew Eubanks,C,26,PHO,55,4,867,6.7,10.9,0.619,0.2,0.2,1,6.5,10.7,0.613,3.2,4.3,0.75,3.9,9,12.9,2.8,1.2,2.6,2.9,4.8,16.8,,121,113,eubandr01
138,Tosan Evbuomwan,SF,22,TOT,6,0,90,3.8,9.7,0.389,1.6,4.9,0.333,2.2,4.9,0.444,0,0,,4.3,4.3,8.6,3.2,0.5,0.5,0.5,3.2,9.2,,115,120,evbuoto01
138,Tosan Evbuomwan,SF,22,MEM,4,0,74,2.6,9.9,0.267,1.3,5.3,0.25,1.3,4.6,0.286,0,0,,5.3,4,9.2,4,0,0.7,0.7,3.3,6.6,,104,120,evbuoto01
138,Tosan Evbuomwan,SF,22,DET,2,0,16,9,9,1,3,3,1,6,6,1,0,0,,0,6,6,0,3,0,0,3,21,,233,118,evbuoto01
139,Dante Exum,PG,28,DAL,35,14,671,8.4,15,0.562,2.3,4.8,0.478,6.1,10.2,0.601,2.6,3.6,0.72,1.3,5.4,6.7,6.9,1.3,0.4,2,3.8,21.7,,131,119,exumda01
140,Bruno Fernando,C,25,ATL,23,1,246,8.3,14.7,0.566,0,0.6,0,8.3,14.1,0.589,4.8,7.7,0.625,5,8.7,13.7,2.7,1.5,2.5,2.1,6.9,21.4,,123,117,fernabr01
141,Dorian Finney-Smith,PF,30,BRK,51,40,1418,5.7,13.5,0.419,3.3,8.9,0.368,2.4,4.5,0.519,0.7,1,0.679,2.9,5.4,8.3,2.6,1.3,1,1.5,4.1,15.3,,113,118,finnedo01
142,Adam Flagler,SG,24,OKC,1,0,6,0,24,0,0,24,0,0,0,,0,0,,0,0,0,8,0,0,0,0,0,,24,123,flaglad01
143,Malachi Flynn,PG,25,TOT,52,0,601,6.1,15.5,0.396,2.9,8.5,0.34,3.2,6.9,0.465,2.3,3,0.757,1,5.4,6.4,7.1,1.8,0.5,3.3,4,17.4,,104,118,flynnma01
143,Malachi Flynn,PG,25,TOR,31,0,474,5.7,14,0.409,2.9,8.2,0.35,2.9,5.8,0.491,1.7,2.2,0.773,1.3,5.3,6.6,7.4,1.8,0.6,3.4,4.3,16,,106,118,flynnma01
143,Malachi Flynn,PG,25,NYK,14,0,60,7.5,19.2,0.391,3.3,10.8,0.308,4.2,8.3,0.5,7.5,9.2,0.818,0,5,5,5,0.8,0,2.5,2.5,25.8,,116,118,flynnma01
143,Malachi Flynn,PG,25,DET,7,0,67,7.9,22.9,0.344,2.9,9.3,0.308,5,13.6,0.368,1.4,2.9,0.5,0,6.4,6.4,6.4,2.1,0,3.6,3.6,20,,85,120,flynnma01
144,Simone Fontecchio,SF,28,TOT,59,39,1415,7.1,15.7,0.455,3.8,9.7,0.395,3.3,6,0.551,1.4,1.7,0.784,2,5,7,3.1,1.3,0.6,2,3.2,19.4,,116,121,fontesi01
144,Simone Fontecchio,SF,28,UTA,50,34,1160,6.7,14.8,0.45,3.8,9.6,0.391,2.9,5.2,0.56,1.3,1.7,0.8,2.2,5.1,7.3,3,1.2,0.7,2.1,3.4,18.4,,116,121,fontesi01
144,Simone Fontecchio,SF,28,DET,9,5,255,9.2,19.5,0.471,4.1,10,0.415,5.1,9.6,0.529,1.5,2.1,0.727,1.1,4.5,5.6,3.4,1.7,0,1.5,2.6,24.1,,116,122,fontesi01
145,Jordan Ford,PG,25,SAC,6,0,22,8.8,15.3,0.571,4.4,6.6,0.667,4.4,8.8,0.5,4.4,4.4,1,0,4.4,4.4,4.4,0,0,2.2,0,26.3,,138,123,fordjo01
146,Trent Forrest,SG,25,ATL,22,0,217,3.3,10.5,0.313,0.4,1.5,0.286,2.8,9,0.317,1.7,2.2,0.8,1.1,4.6,5.7,9.6,1.5,0.2,2.4,3.9,8.7,,101,122,forretr01
147,Evan Fournier,SG,31,TOT,11,0,191,7.3,18.7,0.392,3.8,11.9,0.319,3.5,6.8,0.519,3,3.5,0.857,0.8,4.8,5.6,3.3,3,0.5,2.3,4,21.5,,105,117,fournev01
147,Evan Fournier,SG,31,NYK,3,0,39,5.1,25.6,0.2,2.6,19.2,0.133,2.6,6.4,0.4,2.6,2.6,1,0,5.1,5.1,3.8,5.1,0,1.3,5.1,15.4,,72,108,fournev01
147,Evan Fournier,SG,31,DET,8,0,152,7.9,17,0.463,4.1,10.1,0.406,3.8,6.9,0.545,3.2,3.8,0.833,0.9,4.7,5.7,3.2,2.5,0.6,2.5,3.8,23,,115,119,fournev01
148,De'Aaron Fox,PG,26,SAC,51,51,1818,13.2,28,0.471,3.8,10.3,0.369,9.4,17.7,0.531,6.1,8.7,0.709,1.3,4.4,5.7,7.6,2.6,0.6,3.6,3.5,36.3,,114,116,foxde01
149,Javon Freeman-Liberty,PG,24,TOR,3,0,5,9.7,29,0.333,0,0,,9.7,29,0.333,0,0,,9.7,0,9.7,0,0,0,0,0,19.3,,90,126,freemja01
150,Alex Fudge,SF,20,LAL,4,0,14,3.4,20.4,0.167,0,6.8,0,3.4,13.6,0.25,6.8,6.8,1,6.8,0,6.8,0,0,0,3.4,3.4,13.6,,72,125,fudgeal01
151,Markelle Fultz,PG,25,ORL,25,15,575,8.5,17,0.5,0.1,0.8,0.111,8.4,16.2,0.519,1.3,2.1,0.6,3,4.5,7.4,7.1,2.6,0.8,2.7,3.3,18.3,,110,112,fultzma01
152,Daniel Gafford,C-PF,25,TOT,54,47,1343,8.1,11.9,0.682,0,0,,8.1,11.9,0.682,3.3,4.7,0.711,5.3,9.3,14.6,2.6,1.7,3.7,1.9,5.8,19.6,,136,115,gaffoda01
152,Daniel Gafford,C,25,WAS,45,45,1192,7.9,11.5,0.69,0,0,,7.9,11.5,0.69,3.3,4.6,0.706,5.1,9,14.1,2.7,1.7,3.8,1.8,5.7,19.1,,137,115,gaffoda01
152,Daniel Gafford,PF,25,DAL,9,2,151,9.8,15.5,0.633,0,0,,9.8,15.5,0.633,3.8,5.1,0.75,7.3,12,19.3,1.9,1.6,3.5,2.9,6.7,23.4,,129,111,gaffoda01
153,Danilo Gallinari,PF-SF,35,TOT,37,0,522,6.5,14.8,0.436,2.4,7.2,0.338,4,7.6,0.529,6.5,7.5,0.857,1.5,7,8.5,4.2,0.8,0.4,1.3,3.7,21.8,,125,122,gallida01
153,Danilo Gallinari,PF,35,WAS,26,0,385,6.9,15.8,0.435,2.4,7.7,0.313,4.5,8.1,0.552,5.7,6.8,0.839,1.4,7.7,9.2,3.7,0.7,0.4,1.4,3.1,21.8,,119,122,gallida01
153,Danilo Gallinari,SF,35,DET,6,0,90,6.4,11.7,0.545,3.7,6.4,0.583,2.7,5.3,0.5,11.2,12.8,0.875,1.1,6.4,7.5,6.4,1.1,1.1,0.5,4.8,27.7,,170,121,gallida01
153,Danilo Gallinari,SF,35,MIL,5,0,47,3,12.2,0.25,0,4.1,0,3,8.1,0.375,4.1,4.1,1,3,2,5.1,4.1,1,0,2,6.1,10.1,,92,121,gallida01
154,Darius Garland,PG,24,CLE,36,36,1183,9.9,21.5,0.459,3.2,8.5,0.377,6.7,13.1,0.511,4.5,5.3,0.852,0.7,2.9,3.6,9.1,2,0.2,4.7,2.2,27.5,,110,114,garlada01
155,Usman Garuba,PF,21,GSW,3,0,8,0,6,0,0,0,,0,6,0,0,0,,6,0,6,6,6,0,0,12,0,,103,111,garubus01
156,Luka Garza,C,25,MIN,14,0,40,13.5,30.8,0.44,3.7,11.1,0.333,9.9,19.7,0.5,9.9,14.8,0.667,7.4,6.2,13.5,2.5,0,0,2.5,13.5,40.6,,114,114,garzalu01
157,Kaiser Gates,SF,27,NOP,1,0,7,0,27.8,0,0,13.9,0,0,13.9,0,0,0,,0,7,7,0,0,0,0,0,0,,0,118,gateska01
158,Keyonte George,PG,20,UTA,55,24,1415,7.4,18.8,0.394,3.7,10.5,0.353,3.7,8.3,0.447,4.2,5.2,0.822,0.5,4.8,5.3,8.3,0.9,0.2,3.9,2.1,22.7,,109,123,georgke01
159,Paul George,PF,33,LAC,54,54,1823,11.3,24.8,0.454,4.7,12,0.391,6.6,12.8,0.514,4.8,5.3,0.899,0.8,7,7.8,5.2,2.3,0.6,2.9,4.1,32,,116,114,georgpa01
160,Taj Gibson,PF,38,NYK,16,1,165,2.1,7,0.304,0,1.8,0,2.1,5.2,0.412,0.6,0.6,1,3,5.5,8.5,2.7,0.6,1.8,1.5,8.5,4.8,,92,116,gibsota01
161,Josh Giddey,SG,21,OKC,59,59,1447,8.9,19.8,0.446,1.9,5.7,0.326,7,14.1,0.495,2.3,2.8,0.821,2.6,9.2,11.8,8.5,1.3,1.1,3.8,2.5,21.9,,107,112,giddejo01
162,Harry Giles,C,25,BRK,16,0,81,13.4,26.7,0.5,1.8,6.7,0.273,11.5,20,0.576,4.2,7.9,0.538,7.3,8.5,15.8,3.6,0.6,1.8,3.6,9.1,32.8,,109,116,gilesha01
163,Shai Gilgeous-Alexander,PG,25,OKC,59,59,2037,15.4,28.1,0.548,1.8,4.7,0.382,13.6,23.4,0.581,10.9,12.4,0.88,1.2,6.6,7.8,9.1,2.9,1.3,2.9,3.5,43.5,,131,110,gilgesh01
164,Anthony Gill,PF,31,WAS,32,0,173,6.2,13.4,0.46,0.8,3.5,0.231,5.4,9.9,0.541,4,5.4,0.75,3.8,6.7,10.5,3.8,1.9,1.6,4,3.2,17.2,,102,119,gillan01
165,Collin Gillespie,PG,24,DEN,19,0,161,7.1,13.9,0.511,3.4,7.4,0.458,3.7,6.5,0.571,1.5,2.5,0.625,0.3,3.4,3.7,4.9,3.1,0,3.1,5.5,19.1,,113,114,gilleco01
166,Jacob Gilyard,PG,25,MEM,37,14,654,4.5,10.7,0.417,3.8,8.9,0.425,0.7,1.8,0.375,0.1,0.1,1,0.6,2.6,3.2,9.8,2,0.4,2.2,2.6,12.9,,124,117,gilyaja01
167,Rudy Gobert,C,31,MIN,59,59,1988,7.6,11.7,0.647,0,0.1,0,7.6,11.6,0.651,4.7,7.4,0.639,5.3,13.4,18.7,1.8,0.8,3.1,2.2,4.4,19.9,,130,104,goberru01
168,Jordan Goodwin,PG,25,TOT,45,4,706,6.3,16.5,0.379,1.9,6.5,0.284,4.4,10,0.441,2,2.7,0.744,3.4,6.4,9.8,7,2.3,1,2.7,3.4,16.4,,105,114,goodwjo01
168,Jordan Goodwin,PG,25,PHO,40,0,558,6.5,16.8,0.389,2,7,0.288,4.5,9.8,0.46,2.2,2.5,0.862,3.5,6.7,10.2,6.8,2,0.8,2.5,3.7,17.2,,109,115,goodwjo01
168,Jordan Goodwin,PG,25,MEM,5,4,148,5.3,15.5,0.34,1.3,4.9,0.267,4,10.5,0.375,1.3,3.3,0.4,3.3,5.3,8.6,7.9,3.3,2,3.3,2.3,13.2,,91,110,goodwjo01
169,Aaron Gordon,PF,28,DEN,55,55,1734,8.7,15.6,0.556,0.9,2.9,0.291,7.8,12.7,0.617,3.8,5.8,0.653,3.8,6.5,10.3,5.1,1.3,1.1,2.3,2.9,22,,123,115,gordoaa01
170,Eric Gordon,SG,35,PHO,50,24,1490,7.5,16.4,0.455,4,10.4,0.389,3.4,6,0.571,1.4,1.8,0.815,0.5,2.9,3.4,3.6,1.5,0.8,2.1,2,20.4,,114,118,gordoer01
171,Devonte' Graham,PG,28,SAS,12,0,99,5.3,14.3,0.367,3.3,10.5,0.318,1.9,3.8,0.5,2.9,3.8,0.75,1,6.7,7.6,9.1,1.4,0.5,1.4,1.9,16.7,,119,119,grahade01
172,Jerami Grant,PF,29,POR,52,52,1754,10.4,23.1,0.451,3,7.5,0.401,7.4,15.6,0.475,6.9,8.5,0.812,1,4.2,5.2,4.1,1.1,0.9,3,3.2,30.8,,113,119,grantje01
